,job_link,job_description,job_title
172,https://www.workpac.com/job/light-vehicle-fitter-9," Job description Job Highlights FIFO from Perth 8/6 Day Shift Roster Casual ongoing position About our ClientRio Tinto operates the worlds largest integrated portfolio of iron ore assets. These assets include a world-class, integrated network of 15 iron ore mines, four port facilities, a 1,700 kilometre rail network and related infrastructure. Rio Tinto are expanding operations in the Pilbara to epic proportions while introducing next generation technologies to deliver greater efficiency, lower production costs and improved health, safety and environmental performance.Skills and Experience:Proven experience in the repairs and maintenance of light (4WD, Toyota) and heavy (CAT, Komatsu, ancillary) vehiclesExceptional diagnostic and troubleshooting/interpretive skillsExperience with heavy earthmoving equipment, specifically Caterpillar Fleet an additional advantageRelevant Australian recognised trade certificationCurrent Australian 'C' class manual driver licenceHR Drivers Licence (preferred)High Risk Forklift, Dogging & EWP (preferred)Working at Heights & Confined Space (preferred) About WorkPacWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the countrys leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.Apply NowClick onto the apply button. For more information contact:Caroline Folan - Recruitment CoordinatorPhone contact: 08 9159 66 87 WorkPac - Rio Tinto Project ServicesReference no. TMPRIJ202057490At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people. ",light vehicle fitter
173,https://www.workpac.com/job/operator-pre-strip-mobile-level-3-23," Job description                             Experienced Dump Truck operators  6/6 roster   $ 47.68 per hour  Camp and Meals included  Drive in drive out,   To be the successful applicant, you will have:  Minimum 6 months operating experience on CAT 797 / 793 rear dump trucks  Signed skills listing   Current Coal Board Medical / LMS  Current Standard 11  Current Drivers Licence  Sound work history  About WorkPac: WorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, oil and gas and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding career opportunities. Register or apply with us for ongoing access to a wide range of temporary and permanent jobs for all skill levels.  Why work for WorkPac: Looking after our employees is important to us. Our WorkPlus Employee Benefits program offers benefits across health, private insurance, financial services, travel and more. We have a team of dedicated                                                       ",dump truck operator
174,https://www.workpac.com/job/senior-project-leader-calcination," Job description About the Role:WorkPac is currently seeking an experienced Senior Project Leader based in Gladstone for an immediate start to lead Calcination projects from engineering design through to execution.This position will hold a Monday to Friday roster working 38-40 hours per week.To be successful within this position you will be an experienced Project Leader or Supervisor. You must be comfortable presenting and communicating at executive level and writing approval documentation, be an effective communicator with strong stakeholder engagement experience and confidence. You will need project controls process knowledge to manage the project effectively and be able to manage different streams of work in parallel.Skills and Experience:Experience as a Project Leader with strong Leadership skillsTertiary qualification in EngineeringGood interpersonal skills, stakeholder management, ability to progress multiple projects in parallel, manage risks, manage costs, manage external engineering service providers, review engineering deliverablesCurrent ""C"" Class Driver's License and Own TransportJob Reference Number: 7396J202017288How to Apply:Click on the Apply button or for more information please contact:WorkPac Professional Principal Consultant: Ilse Rall on ilse.rall@workpac.com quoting the above reference number.About the CompanyWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, oil and gas and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding career opportunities. Looking after our employees is important to us. Through our ???my rewards platform???, we offer benefits from retail rewards through to financial, health cover, insurance, superannuation services and more.At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer, and we encourage applications from women and Indigenous people. ",senior project leader - calcination
175,https://www.workpac.com/job/excavator-operator-41," Job description $55 p/hrImmediate StartOngoing Position ABOUT CLIENTThe Hail Creek open cut coal mine in the Bowen Basin Region of Central Queensland, that is located 120 kilometres from Mackay, supplies up to eight million tonnes of hard coking coal to steel mills in Asia and Europe each year.Glencore is a leading mining company in Australia with an established record for developing and managing world standard open cut, as well as underground, coal mines. The Hail Creek Mine is an example of the company providing more than simply providing local employment opportunities and ensuring economic growth for the area as it also works to create positive outcomes for the wider Mackay Region.ABOUT THE ROLESeeking experienced Excavator or Shovel Operator to commence on a 7/7 rotating day/night roster. BIBO - day of shift or DIDO. DUTIES & RESPONSIBILITIESOperate Hitachi 5600, O&K 340, CAT 6040 and/or;P&H 4100 ShovelSKILLS & RESPONSIBILITIESCoal Board MedicalStandard 11Drivers Licence Pre-Employment Medical RII/ Training transcript signed by SSEDrug and Alcohol Check ABOUT WORKPACWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leaving companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities. APPLY NOWFelicia John07 4969 4705Job Reference Number : Q.INDJ2020146169 ",excavator operator
176,https://www.workpac.com/job/multi-skilled-operator-14," Job description Roster 7/7 - 12.5 Hr Shifts - D/N â¢ Coal Board medical S4 (with applicable Position listed & mine site stating Various or Hail Creek)â¢ Standard 11 statement of Attainment or Completionâ¢ Manual Drivers licenseâ¢ Drug & Alcohol testâ¢ Pre-employment medical â Hail Creek (Form 2)â¢ Applicable Trade or RII qualification, or Role specific SSE signed site authorisationsâ¢ Hail Creek site inductionâ¢ BIBO or DIDO, day of shiftâ¢ Camp accommodation on site   ",multi skilled operator
177,https://www.workpac.com/job/excavator-and-bobcat-operator," Job description Excavator and Bobcat OperatorRole located in DubboPay rate $38.50 p/hrApproximately 6 weeks workAbout the Role:Our client is seeking an experienced 5 Tonne Excavator Operator with Bobcat experience to assist with footpath and car park prep work. Final Trim experience desired however not essential.Duties and ResponsibilitiesOperation of 5 tonne excavator and bobcatPreparation work for footpaths and car parksMoving around to help with various production tasks in a team environmentSkills and Experience Experience on excavators and bobcatsWhite CardMust have own reliable transportAbout WorkPac:WorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.Apply NowClick on the apply button or for more information Contact:Olivia PfeifferWorkPac Southern Operations (02) 6571 8901Job Reference Number: 7312J2020292At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Aboriginal and Torres Straight Islanders. ",excavator and bobcat operator
178,https://www.workpac.com/job/labourer-238," Job description About Our ClientOur clients are Civil Construction companies involved in numerous civil & construction projects in various locations throughout Brisbane.About the RoleWorkPac are seeking Civil Labourers for projects based throughout the Brisbane region for an immediate start. Numerous tickets & licenses are highly desirable but aren't compulsory.Duties & ResponsibilitiesLoading & Unloading of materials and equipmentDigging & Backfilling trenchesAssisting Tradesman on siteClearing and preparing sitesAssembling and disassembling temporary structuresUtilising hand & power toolsSkills & QualificationsMinimum 3 months experience as a civil labourerMUST have Construction White CardAustralian drivers licenseCurrent Resume with minimum 2 x work reference'sAvailability for an immediate startReliable and strong work ethicsCulture & BenefitsFull time hoursOngoing work for the right candidateWages paid weeklyApply Now!Vanessa - Recruitment CoordinatorPhone - 07 3715 2001WorkPac is Australia's largest, privately owned recruitment provider to the mining, construction, engineering, oil and gas and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding career opportunities. Looking after our employees is important to us. Our Employee Benefits program powered by Flare HR offers benefits across health, insurance, financial services, retail discounts and more. ",labourer
179,https://www.workpac.com/job/glazier-2," Job description Job HighlightsFull time / Permanent positionsCompany Vehicle & tools suppliedWork for a family owned businessAbout the ClientBased in Ravenhall, our Client is a family owned business that has been in operation for over 25 years. They specialize in the manufacturing and installation of indoor and outdoor blinds, awnings, security doors, fly screens, glazing, wardrobe shelving/doors and balustrades. About the RolePermanent / Full time Glaziers required for onsite installation works in West Melbourne.Duties & ResponsibilitiesOnsite installations of various products including famed and frameless showers, vanity mirrors, balustrades, pool glass fencing, and based on experience, manufacture and installation of wardrobe doors and wardrobe shelving unitsChecking and confirming measurements prior to manufacture and installationCutting and handling glass and various metalsSupplier stock pick up or deliveries as requiredResponsible for maintaining company vehicle and tools of the trade standards, and appropriate stock levelsMaintaining an excellent rapport with clients and suppliers at all timesOperate all company machinery in a safe manner in accordance with all state and national legislative requirementsSkills and RequirementsHave at least 5 years??? experience in the Glazing fieldExcellent corking skillsHave a current drivers licence and excellent driving recordConstruction White Card.Be well presented and spokenHave exceptional customer service skillsBe able to problem solve, work independently and unsupervisedTake the upmost pride in delivery and workmanship of our product and serviceBe reliable and time flexibleBe a team playerBe open to undertaking further installation trainingHave excellent time management and organisation skillsAbout WorkPacWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.Apply NowClick onto the apply button. For more information contact:Jade Fishburn - Recruitment CoordinatorPhone contact: 02 66002402jade.fishburn@workpac.comReference no. 7094J202011448At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people. ",glazier
180,https://www.workpac.com/job/control-systems-engineer," Job description Join a global leader in the mining sectorInitial contract role with potential to become ongoingFIFO 8/6 from Perth to Brockman 4About The RoleWorkPac are seeking an Electrical & Control Systems Engineer to join Rio Tinto's Asset Management & Engineering Services team at Brockman 4 on a FIFO 8/6 roster. The successful candidate will support site asset owner teams in maintaining and improving electrical & control system assets for mine production.Duties & ResponsibilitiesEnsure maintenance and health across networks, PLCs, server rooms and HMI systems.Develop scope and provide technical support for complex instrumentation, control system and electrical assets.Implement improvements to control system and electrical assets.Execute small to medium control system changes.Monitor and maintain advanced control system schemes.Provide operational support for control and electrical systems issues and improvements.Skills & ExperienceTertiary qualification in Electrical or Electronics Engineering.Current WA C Class Driverâs license.Experience with wet plant, dry plant or balanced machines.Experience working within electrical assets such as switchgear, drives, VSDs & protection relays.Good knowledge of Schneider PLCs and Citect SCADA and Wonderware.Document development experience, including engineering drawings, scopes of works, functional specifications, procedures and commissioning plans.About WorkPacWorkPac is Australiaâs leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the countryâs leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.Apply NowClick on the apply button or for more information please contact:Julie Rice, Principal ConsultantEmail: Julie.rice@workpac.comJob Order reference number: TMPRIJ202057440At WorkPac Professional, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people. ",control systems engineer
181,https://www.workpac.com/job/scaffolder-5," Job description About the RoleSeeking experienced Scaffolders to commence at Sun Metals Zinc Refinery in Stuart,QLD for a 6-10 month projectDuties & ResponsibilitiesWorking a Monday to Saturday Roster -10 Hour ShiftsCommitment to an ongoing project estimated 6-10 Months Skills & ResponsibilitiesConfined Space (Within the last 2 years )Working at Heights (Within the last 2 years)Construction White CardScaffolding Ticket Intermediate/Advanced Willing to complete a Pre Employment Medical & Drug and AlcoholAbout WorkPacWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leaving companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.? APPLY NOWCamila Lazcano07 47446905Job Reference Number : Q.INDJ2020146134At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people. ",scaffolder
182,https://www.workpac.com/job/scaffolder-4," Job description About the RoleSeeking experienced Scaffolders to commence at Sun Metals Zinc Refinery in Stuart,QLD for a 6-10 month projectDuties & ResponsibilitiesWorking a Monday to Saturday Roster -10 Hour ShiftsCommitment to an ongoing project estimated 6-10 Months Skills & ResponsibilitiesConfined Space (Within the last 2 years )Working at Heights (Within the last 2 years)Construction White CardScaffolding Ticket Intermediate/Advanced Willing to complete a Pre Employment Medical & Drug and AlcoholAbout WorkPac? WorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leaving companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.? APPLY NOWKerri Mclean07 3715 2004Job Reference Number : Q.INDJ2020146132At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people.?  ",scaffolder
183,https://www.workpac.com/job/rigger-8," Job description About the RoleSeeking experienced Riggers to commence at Sun Metals Zinc Refinery in Stuart,QLD for a 6-10 month projectDuties & ResponsibilitiesWorking a Monday to Saturday Roster -10 Hour ShiftsCommitment to an ongoing project estimated 6-10 Months Skills & ResponsibilitiesConfined Space (Within the last 2 years )Working at Heights (Within the last 2 years)Construction White CardRigger TicketWilling to complete a Pre Employment Medical & Drug and AlcoholAbout WorkPac? WorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leaving companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.? APPLY NOWKerri Mclean07 3715 2004Job Reference Number : Q.INDJ2020146131At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women ",rigger
184,https://www.workpac.com/job/control-systems-slash-instrumentation-electrician," Job description Job Highlight8/6: 7/7 RosterRole open to Diverse ApplicantsFIFO from Perth.About the RoleThis role is a great opportunity for an enthusiastic individual with a strong commitment to safety to be part of a collaborative team. The successful candidate will have Dual trade qualifications; in Instrumentation and as an Electrical Tradesperson. Based at Rio Tintos Karratha Rail Site and Reporting to the Crew Leader, you will be:Diagnosing faults and proactively managing breakdowns of equipment or process failures; Working with electronic control systems including microprocessors, sensors, and final control elements used in automated processes;Perform complex troubleshooting, fault rectification duties, repairs, modifications and preventative maintenance Developing and following planned maintenance activities, Completing regular visual inspections and test on plant & equipment.Skills and Experience - Instrumentation Certification is a must - High Level of Fixed Plant & Automation experience- PLC Control systems Experience is a must- Experience in Gas, Hydrocarbon, Coal Processing highly regarded- WA Electrical Licence About our ClientRio Tinto operates the worlds largest integrated portfolio of iron ore assets. These assets include a world-class, integrated network of 15 iron ore mines, four port facilities, a 1,700 kilometre rail network and related infrastructure. Rio Tinto are expanding operations in the Pilbara to epic proportions while introducing next generation technologies to deliver greater efficiency, lower production costs and improved health, safety and environmental performance. About WorkPacWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities Apply NowClick onto the apply button. For more information contact:Caroline Folan - Recruitment CoordinatorPhone contact: 0891596687WorkPac- Rio Tinto Project ServicesReference no. TMPRIJ202057418At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people. ",control systems / instrumentation electrician
185,https://www.workpac.com/job/operator-151," Job description OperatorJob HighlightsRate dependant on skill set starting at $33.20/hr + penaltiesRotating Day & Night 10.5 hour shiftsCivil and Quarry Operators consideredOngoing role at local Mine SiteAbout the roleAs a key member of a high performing team, you will play an integral role in implementing the client's production requirements.Duties & Responsibilities:Reporting to the production superintendent, you will operate mobile plant equipment in a Production Operator role.To be successful you will possess or be able to demonstrate a minimum 12 months' operating on one or more of the following:Haul Truck: CAT 777 or aboveCAT D10 Dozer or aboveExcavator over 300 tonneOR have relevant Operating experience in a Civil, Quarry or Earthmoving environment with tickets & licences.You will also need:Verification of Competencies to validate previous operating experience essentialProven track record of operating safelyStrong team player who supports our client's operationsAustralian Driver's LicenceTo be willing to undertake a Police clearanceCMI checkRight to Work in AustraliaBenefits:Superannuation paid on all rostered hoursAbout WorkPacWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.Apply NowClick on the Apply button or for more information please contact:Recruiter Name: Katie PatrickPosition: Recruitment CoordinatorOffice location: GunnedahEmail: katie.patrick@workpac.comAt WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people. ",operator
186,https://www.workpac.com/job/library-assistant," Job description Casual Library Assistant Immediate StartCasual Hours Weipa Based About the RoleWe are currently seeking a Library Assistant for casual hours based in Weipa Duties and ResponsibilitiesWorking with childrenHelping with basic administration Weekend workSkills/ExperienceWorked in a similar roleMust have or willing to obtain Blue Card (working with children)Must be reliable Computer Literate & strong Customer Service skillsApply Now!Kirsty Roome - Recruitment Coordinator07) 4941 6411Kirsty.Roome@workpac.com WorkPac is Australia's largest, privately owned recruitment provider to the mining, construction, engineering, oil and gas and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding career opportunities. Looking after our employees is important to us. Our Employee Benefits program powered by Flare HR offers benefits across health, insurance, financial services, retail discounts and more. ",library assistant
187,https://www.workpac.com/job/plant-operator-12," Job description Excavator OperatorJob Highlights  Monday - Friday Roster (10hr shifts)  $34.89/hr  2 month role About the roleOperating 30T Digger on both Civil and Mining sites in the Tamworth & Werris Creek mine.Duties & ResponsibilitiesOperating 30t ExcavatorProven track record of operating safelyStrong team player who supports our client's operationsSkills and ExperienceVerification of Competencies to validate previous operating experience essentialPrevious experience working on large civil or mining projects is essential.Australian Driver's LicenceRight to Work in AustraliaAbout WorkPacWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.Apply NowClick on the Apply button or for more information please contact:Recruiter Name: Katie PatrickEmail: katie.patrick@workpac.comReference number: 7212J202014598At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people. ",plant operator
188,https://www.workpac.com/job/driller-24," Job description FMG are seeking a Drill Operator for their Cloudbreak mine operations.  Skills and ExperiencePossess a high regard for the safety of yourself and others12 months + Blast Hole drilling experienceManual C Class Australian issued Drivers Licence (minimum) Operational knowledge of 1 or more of the following drill machines is required: Atlas Copco Pit Viper 271 or 275Atlas Copco D65Terex SKF seriesSandvik DR580Cubex 920DMC  About WorkPacWorkPac is Australiaâs leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors.  We are proud to partner with some of the countryâs leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities. Apply Now Click onto the apply button.  For more information contact:Victor Nezovic - Recruitment CoordinatorEmail: victor.nezovic@workpac.comWorkPac - Rio Tinto Project ServicesReference no. 752J202048939 At WorkPac, we recognise we are strengthened by diversity.  We are committed to providing a work environment in which everyone is included, treated fairly and with respect.  We are an Equal Opportunity employer and we encourage applications from women and Indigenous people. ",driller
189,https://www.workpac.com/job/mc-driver-20," Job description $46.70 Flat Rate Hunter Valley LocationShort term role until Christmas 2020About the roleWe are seeking MC Drivers to cart coal to a load out area a local mine site for our client.The roster will include 5:4,4:5,5:5 working a 12hr Shift.As a key member of a high performing team, you will play an integral role in delivering the client's civil project outcomes in a safe manner.Duties & ResponsibilitiesDrivers to cart coal from in pitt to train load out area Driving approx. a 18km round trip frequently. Proven track record of operating safelyStrong team player who supports our client's operationsSkills and ExperienceMC Drivers licencePrevious mine site operating experience essentialMust have Order 43Australian Driver's LicenceRight to Work in AustraliaAbout WorkPacWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.Apply NowClick on the Apply button or for more;Same Lemme 02 86043929Job Reference: 7212J202014592At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people. ",mc driver
190,https://www.workpac.com/job/trades-assistant-44," Job description Job Highlights $29/hour Base Rate Assisting Boilermakers Ongoing Position About the Role WorkPac are currently seeking a skilled and experienced Trade Assistant to commence in a role in Capalaba. The successful candidate will be workshop based and be required to assist boilermakers and operate a forklift. You will need to have a current forklift ticket and recent experience working in a similar role preferably within a fabrication environment. Duties & Responsibilities Assist boilermakers Operate a forklift Ability to work in a Workshop Environment Skills & Experience Recent experience working in a similar role High Risk Forklift Licence Current Drivers Licence  Right to work within AustraliaAbout WorkPac WorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.  Apply Now Click on the apply button or for more information Contact: Mikaela Vorpagel - (07) 4969 4735 WorkPac Northern Operations  Job Reference Number: BSINDJ2020104690  At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people.   ",trades assistant
191,https://www.workpac.com/job/mine-site-labourer-mt-isa-local-1," Job description ASAP start, must reside in Mt IsaOngoing roles for the right applicantsSeveral positions on offer We are currently seeking several labourers who are mine site ready for work in Mt Isa. Ongoing work in a processing environment on offer for those who excel. Applicants who have forklift and other operating tickets (bobcat, loader etc) will be highly regarded.Your role as a key member of the processing team will involve handling chemicals & other hazardous materials, operating various equipment and labouring duties such as shovelling, hosing and water blasting. Applicants must be adaptable and willing to do whatever is asked of them on a day to day basis. The following mandatory criteria applies:Hold current MIM inductions & medicalConfined space and working at heights certificates (within the last 2 years)Fit & healthy and willing to work in lead environments wearing a respirator for up to the whole shiftForklift, bobcat, loader tickets highly regardedWilling to get yourself mine site ready if successfulRoster will be Monday to Friday working a 48hr week, with the potential to move into an even time shift roster.Only applicants currently residing in Mt Isa or who are willing to relocate at their own cost if successful will be considered. About WorkPac Workpac is Australia's leading privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding career opportunities. Looking after our employees is important to us. Our Employee Benefits program powered by Flare HR offers benefits across health, insurance, financial services, retail discounts and more.Apply Now!Sam WatsonPh: 0747446906At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which every one is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applicants from women and Indigenous people.  ",mine site labourer - mt isa local
192,https://www.workpac.com/job/sheet-metal-worker-on-site-1," Job description Our client is currently seeking Trade Qualified 1st Class Sheetmetal Workers to join their highly skilled and dedicated team in Adelaide.Fabrication of sheet metal air conditioning ductworkFabrication of sheet metal fittings; cushion head boxes, flashings, dampersCutting and folding sheet metalFixing acoustic and external insulationOperation of machinery; Press brakes, folders, bending presses, Guillotines etc.Skills and ExperienceTrade QualificationWhite CardWorking with Children CheckHighly skilled in sheetmetal fabricationKnowledge and skills with ductworkExperience with sheet metal machineryExperience in a large manufacturing environment ",sheet metal worker - on site
193,https://www.workpac.com/job/lead-document-controller," Job description About the RoleWorkPac are currently seeking a Lead Document Controller to join Rioâs Sustaining Capital. This role will be Perth based, Monday to Friday. 12-month contract with possible extensionDuties include:Develop, deliver, and manage training of EDMSDevelopment of procedures and Document Control guidelinesManning Forecasts and reviewsCoordination and reporting on project status and handoverLiaise with Contractors document controllers and other stakeholders to ensure the integrity of information and consistent principles have been appliedCommunicate with Project Leads effectively and resolve problems and issues relating to document controlReview document control processes and provide quality assuranceContinuous Information Management improvementSkills and Experience Relevant qualification (preferred)10+ yearsâ experience in Document Control5+ years leadership experiencePrevious design, supplier, and commercial data document control processingHigh level of technology awarenessStrong stakeholder engagementStrong written and verbal communication skillsWA C Class Drivers LicenceApply NowClick on the âApply NowâFor further enquiries, please contact  Nella Celikovic on Nella.Celikovic@workpac.comReference Code: TMPRIJ202057319At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and indigenous people. ",lead document controller
194,https://www.workpac.com/job/plant-operators-level-3," Job description Job highlights- Asphalt Plant Operators Required- Based in Wangara- Opportunity for ongoing workAbout the RoleThis role will predominantly involve Asphalt Operations on a plant based in Wangara. Plant maintenance and calibration. Mon - Sat, 6am - 3pm. Skills & Experience- 12 months + Asphalt experience- Drivers license (desirable)- Be willing to complete a medical- White cardAbout WorkPacWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.Apply NowClick onto the apply button. For more information contact:Chelsea Renzullo - Recruitment CoordinatorPhone contact: 08 9201 6209WorkPac - Western AustraliaReference no. 764J202069808 - Chelsea RenzulloAt WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people. ",plant operators - level 3
195,https://www.workpac.com/job/trade-assistant-29," Job description $36.70/hr Monday - Saturday 6-10 Months Work ABOUT CLIENTNWEC is an engineering construction company responsible for the upgrade of sections of the Refinery in building structural, mechanical & piping requirements on tanks and pipes.ABOUT THE ROLESeeking experienced Trade Assistants to commence at Sun Metals Zinc Refinery with a background in structural steel. DUTIES & RESPONSIBILITIESExperience with structural steelSKILLS & EXPERIENCEConfined SpaceWorking at HeightsConstruction White CardWilling to complete a Pre Employment Medical & Drug and Alcohol ABOUT WORKPACWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leaving companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities. APPLY NOWKim Hold07 4969 4701Job Reference Number : Q.INDJ2020146065At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people.  ",trade assistant
196,https://www.workpac.com/job/mechanical-fitter-37," Job description $43.50/hr Monday - Saturday 6-10 Months Work  ABOUT CLIENTNWEC is an engineering construction company responsible for the upgrade of sections of the Refinery in building structural, mechanical & piping requirements on tanks and pipes.ABOUT THE ROLESeeking experienced Mechanical Fitter to commence at Sun Metals Zinc Refinery with a background in structural steel. SKILLS & RESPONSIBILITIESConfined SpaceWorking at HeightsConstruction White CardTrade Certificate Willing to complete a Pre Employment Medical & Drug and Alcohol ABOUT WORKPACWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leaving companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities. APPLY NOWKim Hold07 4969 4701Job Reference Number : Q.INDJ2020146064At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people.  ",mechanical fitter
